DID,Country,Account,Per Minute Cost(USD),Initial Increment,Increment,Setup Fee(USD),Monthly Fee(USD),Call Type,Destination,Status,Modified Date,Is Purchased?
524499950081,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950082,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950083,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950084,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950085,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950086,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950087,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950088,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950089,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950090,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950091,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950092,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950093,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950094,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950095,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950096,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950097,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950098,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950099,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950100,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950101,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950102,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950103,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950104,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950105,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950106,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950107,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950108,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950109,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950110,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950111,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950112,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950113,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950114,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950115,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950116,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950117,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950118,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950119,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950120,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950121,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950122,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950123,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950124,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950125,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950126,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950127,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950128,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950129,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950130,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950131,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950132,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950133,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950134,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950135,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950136,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950137,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950138,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950139,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950140,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950141,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950142,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950143,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950144,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950145,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950146,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950147,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950148,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950149,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950150,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950151,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950152,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950153,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950154,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950155,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950156,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950157,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950158,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950159,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950160,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950161,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950162,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950163,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950164,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950165,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950166,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950167,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950168,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950169,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950170,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950171,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950172,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950173,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950174,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950175,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950176,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950177,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950178,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950179,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950180,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950181,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950182,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950183,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950184,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950185,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950186,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950187,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950188,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950189,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950190,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950191,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950192,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950193,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950194,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950195,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950196,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950197,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950198,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950199,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950200,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950201,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950202,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950203,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950204,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950205,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950206,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950207,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950208,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950209,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950210,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950211,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950212,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950213,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950214,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950215,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950216,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950217,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950218,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950219,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950220,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950221,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950222,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950223,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950224,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950225,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950226,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950227,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950228,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950229,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950230,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950231,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950232,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950233,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950234,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950235,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950236,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950237,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950238,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950239,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950240,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950241,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950242,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950243,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950244,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950245,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950246,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950247,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950248,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950249,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950250,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950251,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950252,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950253,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950254,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950255,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950256,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950257,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950258,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950259,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950260,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950261,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950262,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950263,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950264,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950265,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950266,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950267,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950268,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950269,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950270,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950271,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950272,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950273,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950274,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950275,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950276,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950277,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950278,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950279,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950280,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950281,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950282,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950283,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950284,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950285,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950286,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950287,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950288,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
524499950289,MEXICO,,0,60,60,2,1,DID@IP/URL,,Active,31/03/2025 12:01,
